x y z vx vy vz m
5.821641057371049199e-02 3.866819547460097484e-01 5.392266586691141228e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-8.046404552664951360e-02 1.891674728858948329e-01 -5.035400573304004146e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
1.649939895646708732e-01 -4.169986595669636364e-01 -2.795313023768835059e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
8.189504458088206484e-03 4.323377135509697683e-02 2.822443421464563840e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
3.275813101664072635e-02 -5.519312891082330808e-01 -1.407824867593287510e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-2.096012488762031278e-01 -2.367921279670539281e-01 -5.706495244674298917e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
2.078526223906149162e-01 -3.215254142993591024e-01 -6.414277733849840235e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-3.065997782153858098e-01 -2.613765676872336630e-01 -3.879118050979182830e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-7.954723915522764199e-02 -7.133968815627944604e-01 1.091501532174196237e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
3.258204381029178309e-02 2.635530827578289603e-01 -2.932987039318105116e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-4.769521620037311394e-01 -2.638074227713061437e-01 -2.473358165549833509e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-5.577469298924777608e-01 -2.935776256165880185e-02 3.164963709609180387e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
1.369755883979992539e-01 2.494103753101114748e-02 -6.212827892942071051e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
1.844982501600970493e-01 -5.927922338724920248e-01 -2.530168986251999930e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-2.256770618412466123e-01 -4.224327973591855412e-01 5.646965064651940924e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
2.973604331732112027e-01 -1.233013167221895107e-01 -8.761457788572943328e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
4.731747830509608899e-01 3.631422257599018488e-01 -5.686365390283321108e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
3.404227537571596351e-01 -3.272095295072222076e-02 3.052594930579920485e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
4.466798464477874653e-01 -2.940429248123667128e-01 1.293673804840224373e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-2.127071526915162436e-01 -3.098607385719182594e-01 3.408617019881707288e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-4.712781359003869186e-01 -3.765912611173531654e-02 -4.805071294027942752e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-4.041477016435909841e-01 -1.949127571552241034e-01 -5.953148878021016221e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
5.203164160059984278e-01 -1.534470172385628273e-01 -1.525636291792532573e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-1.668806897302962389e-01 5.583796733409158719e-01 3.035737985032216368e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
5.676039059587394131e-02 2.715375000226177282e-01 -5.460530918512894738e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
3.911045896443697822e-01 5.728422591778814521e-02 -8.632296470555657353e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
4.395235998616030954e-02 6.314282061395588563e-01 -2.954292125228824561e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
2.209990198177056164e-01 -2.210342946254180152e-01 -8.529178693238001485e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
3.207807080288744422e-02 4.688079387078946669e-01 -2.699506675107993595e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-4.940447172885858995e-01 4.228593996081874140e-01 3.645220787102777527e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
3.088577552401349791e-01 5.092222921722241447e-01 -3.387829476951465524e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-5.802642525547849761e-01 -4.073606098213376492e-01 -1.342652244946132833e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
1.014093027490590021e-01 1.566649061649698707e-02 3.321936353137364684e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
1.209832948404767489e-01 -6.620386321430267174e-01 2.729063966853725876e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
1.098330605682912298e-02 1.008925970371820358e-01 -4.704028765603238127e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-7.650410547890022783e-02 5.219963396541509315e-01 4.394438274266834754e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-5.445123446513712162e-01 -2.785819033089532160e-01 1.909346633920379066e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-2.941681645387400068e-01 -3.398881398040648483e-01 -5.159923823755577788e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
3.502310319549097745e-02 -1.398218271825117376e-01 -3.539268416249862215e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-3.602281302321081458e-01 -7.348931236899006181e-02 -5.973141274329890615e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-4.727805556867534231e-01 9.559804273112527950e-02 -2.556025058017165619e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
1.123239745449688548e-01 4.190621424597343325e-01 -2.612480170141246449e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-3.689372545707153561e-02 4.861078848266630059e-01 4.763268686696263687e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-1.109131323979478251e-01 5.563212049530830150e-01 -1.833530148755670719e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-4.133445616257135913e-01 -1.508448700370393011e-02 -2.378895262385646026e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-4.752766680118871157e-01 -1.671070880449755935e-01 4.867247953869476840e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-3.217826381147830261e-01 -3.106723409028336325e-01 -2.446872121977831244e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
9.908696992929982850e-02 -5.224015356879720823e-02 -3.726780802968272521e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-2.528268296115606661e-01 5.621132539675115503e-01 3.547239653576634288e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-9.540759497020522006e-02 -4.204732600447672053e-01 1.182107669312798537e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-2.769208063179907087e-01 6.373292713329474779e-01 1.860168115790159782e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-3.267993071891958645e-01 4.586874724923968860e-01 1.313666045446056918e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
5.770300265859750199e-01 3.516615806211898509e-01 -2.919563394366654352e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
3.313950451919973061e-01 3.968899464823199552e-01 1.897907407513596545e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
3.048431641010445614e-01 -5.234842237449566227e-02 6.414110701332494946e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-2.695552689993260254e-01 1.389330699829953164e-01 6.057781571798390718e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-1.160077405813068618e-01 2.163829965903250538e-02 3.131537660190159555e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
1.416797630386207839e-02 -5.042115476268463903e-01 -4.491034910250878975e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-3.361606588213262442e-02 -3.323641005396266723e-01 3.593710768702872427e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-5.595958540706656992e-01 2.972235734129359541e-02 -4.636571400703386470e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-6.701787926320227351e-01 -3.164494050053167085e-01 -2.661631764439720271e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
5.069480453261633428e-03 2.856352873863312603e-01 -3.263985708727693003e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-4.253045917950078192e-02 -5.481401958049285650e-01 -2.977512604472886126e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-4.865520903412456216e-02 -4.698710169119776903e-01 -3.205499748019958184e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
2.518974755252483821e-01 4.282449481567952021e-01 1.986861361918512425e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
2.680517926357823821e-01 6.361743644195988479e-01 -2.047320913606354709e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
2.865979586790491362e-01 -1.526923988335191495e-01 -5.190856992485035626e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-8.417641209368699473e-02 -4.335693206650881315e-01 5.936459068129718020e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
3.914974221723950265e-01 -1.954033078859343797e-01 -5.749898200665098935e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
5.642055159449087531e-01 -4.100793325559361907e-02 4.061504445274179420e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
7.125456039416223908e-02 -6.979156066922393986e-01 1.663305136448681998e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
9.718815100232196247e-02 7.968616797224582771e-02 -4.118638515350335760e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-3.592843904529805510e-01 -5.612580640413725730e-01 1.550584698792895934e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-1.405386483912916540e-01 -5.632322538649893184e-01 -2.465067517978256628e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
4.210104245742158913e-01 1.720665473855535407e-02 8.302887808441636319e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
1.660333477884116393e-01 3.896520231217474595e-01 2.015455261449255464e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
2.344024748362159294e-01 6.127836156230300757e-01 1.053049778119566210e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-2.805669739100431492e-01 4.304933342559098541e-01 -1.616278736705622776e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
3.043077542568553909e-02 9.378508448007349951e-02 -2.231501608857124619e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
4.035696886410853890e-01 -5.370656120929884203e-01 -3.663761384947802208e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-3.755278992160794305e-01 -1.620402694014981271e-01 -2.533665285346694551e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
2.564307858126126938e-01 -3.640827076027163267e-01 3.811263850877676940e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
6.502589240556356787e-01 1.410183906368907281e-01 -6.717629758386708949e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-5.080554516671372811e-01 -2.753688521028806457e-01 -1.829990806666245140e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
1.396513675859743786e-01 5.663019666316313483e-01 -2.006917433261573569e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
6.397941081211983017e-02 4.760205085791003876e-01 4.694513051247218294e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-4.002159535452388117e-01 -2.106551700679759331e-01 -2.565540416046348526e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
2.574903026350979784e-01 1.511529133516613665e-01 2.655411120125474866e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-7.869730107647626705e-02 -2.676729823034408595e-02 7.168308823910926053e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
6.187615094079081807e-02 5.174601622169053838e-01 2.467221462068176080e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
2.316929558728406946e-01 -1.073697122054767875e-02 -3.067295898021121237e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
2.564219878090884253e-01 1.345411010033885912e-01 4.859228938216558213e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-2.083199068211726013e-01 2.478464008955603426e-01 -3.701818106891218152e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
2.795297022788241145e-02 -2.543726318408267573e-01 6.380572976965224186e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
3.170626650717763284e-01 -2.658246978622765266e-01 -4.797746596989363455e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
1.368111981534519961e-01 5.014805948860220908e-02 7.326779101897856750e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
-5.130068959597825495e-01 -2.173505376092605690e-01 -4.815698626708497243e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
